movieId_x,title,genres,movieId_y,release_date,overview,popularity,vote_average,vote_count,tmdb_id,cast,director,content_raw,content
1785,King of New York (1990),Crime|Thriller,1785.0,7/18/1990,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,3.4669,6.7,724.0,9558.0,"Christopher Walken, David Caruso, Laurence Fishburne",Abel Ferrara,King of New York (1990) Crime Thriller Christopher_Walken David_Caruso Laurence_Fishburne Abel_Ferrara A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,king new york 1990 crime thriller christopher_walken david_caruso laurence_fishburne abel_ferrara former drug lord return prison determined wipe competition distribute profit operation new york poor lower class stylish ultra violent modern twist robin hood
1791,Twilight (1998),Crime|Drama|Thriller,1791.0,11/20/2008,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",24.6879,6.287,13934.0,8966.0,"Kristen Stewart, Robert Pattinson, Billy Burke",Catherine Hardwicke,"Twilight (1998) Crime Drama Thriller Kristen_Stewart Robert_Pattinson Billy_Burke Catherine_Hardwicke When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",twilight 1998 crime drama thriller kristen_stewart robert_pattinson billy_burke catherine_hardwicke bella swan move small town pacific northwest fall love edward cullen mysterious classmate reveals 108 year old vampire despite edward repeated caution bella stay away fatal move endangers life
1792,U.S. Marshals (1998),Action|Crime|Thriller,1792.0,3/6/1998,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",7.7513,6.531,1682.0,11808.0,"Tommy Lee Jones, Wesley Snipes, Robert Downey Jr.",Stuart Baird,"U.S. Marshals (1998) Action Crime Thriller Tommy_Lee_Jones Wesley_Snipes Robert_Downey_Jr. Stuart_Baird U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",marshal 1998 action crime thriller tommy_lee_jones wesley_snipes robert_downey_jr stuart_baird marshal sam gerard accompanying plane load convict chicago new york plane crash spectacularly mark sheridan escape diplomatic security agent john royce assigned help gerard recapture sheridan becomes clear sheridan another murderer
1793,Welcome to Woop-Woop (1997),Comedy,1793.0,8/13/1998,A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.,0.5467,5.9,30.0,6970.0,"Johnathon Schaech, Rod Taylor, Susie Porter",Stephan Elliott,Welcome to Woop-Woop (1997) Comedy Johnathon_Schaech Rod_Taylor Susie_Porter Stephan_Elliott A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.,welcome woop woop 1997 comedy johnathon_schaech rod_taylor susie_porter stephan_elliott con artist escape deal gone wrong new york wind aussie outback strange town whose inhabitant oddball collection misfit
1794,Love and Death on Long Island (1997),Comedy|Drama,1794.0,7/3/1998,"Curmudgeonly author Giles De'Ath, a widower with a marked distaste for modern popular culture, attempts to buy a ticket for a film adaptation of an E.M. Forster novel, but instead finds himself watching a tacky teen sex comedy. Yet when the beautiful Ronnie Bostock appears on the movie screen, Giles finds himself caught in a whirlwind of unanswered questions about both his own sexuality and his place in late 20th-century society.",0.6887,6.4,51.0,47452.0,"John Hurt, Jason Priestley, Fiona Loewi",Richard Kwietniowski,"Love and Death on Long Island (1997) Comedy Drama John_Hurt Jason_Priestley Fiona_Loewi Richard_Kwietniowski Curmudgeonly author Giles De'Ath, a widower with a marked distaste for modern popular culture, attempts to buy a ticket for a film adaptation of an E.M. Forster novel, but instead finds himself watching a tacky teen sex comedy. Yet when the beautiful Ronnie Bostock appears on the movie screen, Giles finds himself caught in a whirlwind of unanswered questions about both his own sexuality and his place in late 20th-century society.",love death long island 1997 comedy drama john_hurt jason_priestley fiona_loewi richard_kwietniowski curmudgeonly author giles ath widower marked distaste modern popular culture attempt buy ticket film adaptation forster novel instead find watching tacky teen sex comedy yet beautiful ronnie bostock appears movie screen giles find caught whirlwind unanswered question sexuality place late 20th century society
1797,Everest (1998),Documentary|IMAX,1797.0,9/10/2015,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",6.3274,6.824,5017.0,253412.0,"Jason Clarke, Josh Brolin, Jake Gyllenhaal",Baltasar Kormákur,"Everest (1998) Documentary IMAX Jason_Clarke Josh_Brolin Jake_Gyllenhaal Baltasar_Kormákur Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",everest 1998 documentary imax jason_clarke josh_brolin jake_gyllenhaal baltasar_korm kur inspired incredible event surrounding treacherous attempt reach summit world highest mountain everest document awe inspiring journey two different expedition challenged beyond limit one fiercest snowstorm ever encountered mankind mettle tested harshest element found planet climber face nearly impossible obstacle lifelong obsession becomes breathtaking struggle survival
1798,Hush (1998),Thriller,1798.0,5/23/2005,A married man must deal with an obsessive former girlfriend after he moves back to his hometown.,0.6441,3.8,5.0,221465.0,"Tori Spelling, Victoria Pratt, Tahmoh Penikett",Harvey Kahn,Hush (1998) Thriller Tori_Spelling Victoria_Pratt Tahmoh_Penikett Harvey_Kahn A married man must deal with an obsessive former girlfriend after he moves back to his hometown.,hush 1998 thriller tori_spelling victoria_pratt tahmoh_penikett harvey_kahn married man must deal obsessive former girlfriend move back hometown
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,1799.0,9/6/1997,"Carlo, a former mobster, is abducted by five privileged young men desperate to raise a $2 million ransom to save the sister of a friend. As Carlo plays mind games, however, his captors splinter -- each wondering whether one of their own had a hand in the crime.",2.1435,6.615,304.0,10668.0,"Christopher Walken, Henry Thomas, Sean Patrick Flanery",Peter O'Fallon,"Suicide Kings (1997) Comedy Crime Drama Mystery Thriller Christopher_Walken Henry_Thomas Sean_Patrick_Flanery Peter_O'Fallon Carlo, a former mobster, is abducted by five privileged young men desperate to raise a $2 million ransom to save the sister of a friend. As Carlo plays mind games, however, his captors splinter -- each wondering whether one of their own had a hand in the crime.",suicide king 1997 comedy crime drama mystery thriller christopher_walken henry_thomas sean_patrick_flanery peter_o fallon carlo former mobster abducted five privileged young men desperate raise million ransom save sister friend carlo play mind game however captor splinter wondering whether one hand crime
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,1801.0,3/12/1998,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",5.5174,6.641,3957.0,9313.0,"Leonardo DiCaprio, Gabriel Byrne, Jeremy Irons",Randall Wallace,"Man in the Iron Mask, The (1998) Action Adventure Drama Leonardo_DiCaprio Gabriel_Byrne Jeremy_Irons Randall_Wallace Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",man iron mask 1998 action adventure drama leonardo_dicaprio gabriel_byrne jeremy_irons randall_wallace year passed since three musketeer aramis athos porthos fought together friend artagnan tyrannical king louis using power wreak havoc kingdom twin brother philippe remains imprisoned musketeer reunite abduct louis replace philippe
1804,"Newton Boys, The (1998)",Crime|Drama,1804.0,3/26/1998,"The four Newton brothers are a poor farmer family in the 1920s. One day, the eldest, Willis, realizes that there's no future in the fields and offers his brothers to become bank robbers. Soon, they gain notoriety and, five years later, execute the greatest train robbery in American history.",0.8783,6.098,184.0,42807.0,"Matthew McConaughey, Skeet Ulrich, Ethan Hawke",Richard Linklater,"Newton Boys, The (1998) Crime Drama Matthew_McConaughey Skeet_Ulrich Ethan_Hawke Richard_Linklater The four Newton brothers are a poor farmer family in the 1920s. One day, the eldest, Willis, realizes that there's no future in the fields and offers his brothers to become bank robbers. Soon, they gain notoriety and, five years later, execute the greatest train robbery in American history.",newton boy 1998 crime drama matthew_mcconaughey skeet_ulrich ethan_hawke richard_linklater four newton brother poor farmer family 1920s one day eldest willis realizes future field offer brother become bank robber soon gain notoriety five year later execute greatest train robbery american history
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,1805.0,3/20/1998,"When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...",5.9128,6.36,1841.0,617.0,"Kevin Bacon, Matt Dillon, Neve Campbell",John McNaughton,"Wild Things (1998) Crime Drama Mystery Thriller Kevin_Bacon Matt_Dillon Neve_Campbell John_McNaughton When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...",wild thing 1998 crime drama mystery thriller kevin_bacon matt_dillon neve_campbell john_mcnaughton teen socialite kelly van ryan troubled bad girl suzie toller accuse guidance counselor sam lombardo rape suspended school rejected town fighting get life back one cop suspect conspiracy nothing seems
1806,Paulie (1998),Adventure|Children|Comedy,1806.0,4/17/1998,"Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey.",3.4783,6.916,498.0,36568.0,"Gena Rowlands, Tony Shalhoub, Cheech Marin",John Roberts,"Paulie (1998) Adventure Children Comedy Gena_Rowlands Tony_Shalhoub Cheech_Marin John_Roberts Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey.",paulie 1998 adventure child comedy gena_rowlands tony_shalhoub cheech_marin john_roberts paulie talking parrot recount travel looking original owner russian janitor help end journey
1807,"Cool, Dry Place, A (1998)",Drama,1807.0,4/3/1998,"Russell, a single father, balances his work as a lawyer with the care of his five-year-old son after his wife abandoned them. When she reappears creating turmoil, he must deal with his new love interest and the job opportunity of a lifetime.",1.2825,5.8,36.0,37272.0,"Vince Vaughn, Monica Potter, Joey Lauren Adams",John N. Smith,"Cool, Dry Place, A (1998) Drama Vince_Vaughn Monica_Potter Joey_Lauren_Adams John_N._Smith Russell, a single father, balances his work as a lawyer with the care of his five-year-old son after his wife abandoned them. When she reappears creating turmoil, he must deal with his new love interest and the job opportunity of a lifetime.",cool dry place 1998 drama vince_vaughn monica_potter joey_lauren_adams john_n _smith russell single father balance work lawyer care five year old son wife abandoned reappears creating turmoil must deal new love interest job opportunity lifetime
1809,Fireworks (Hana-bi) (1997),Crime|Drama,1809.0,4/6/2022,"Following an act of violence, two loving sisters plan to take revenge on the unconvicted perpetrator and find themselves being pulled deeper and deeper into the darkest areas of their minds. As they are constantly confronted with their fears, they must figure out if the decision to take the law into their own hands can be the answer to their pain.",0.9947,0.0,0.0,995651.0,"Anna Suk, Anaelle Dézsy, Phillipp Laabmayr",Sebastian Schmidl,"Fireworks (Hana-bi) (1997) Crime Drama Anna_Suk Anaelle_Dézsy Phillipp_Laabmayr Sebastian_Schmidl Following an act of violence, two loving sisters plan to take revenge on the unconvicted perpetrator and find themselves being pulled deeper and deeper into the darkest areas of their minds. As they are constantly confronted with their fears, they must figure out if the decision to take the law into their own hands can be the answer to their pain.",firework hana 1997 crime drama anna_suk anaelle_d zsy phillipp_laabmayr sebastian_schmidl following act violence two loving sister plan take revenge unconvicted perpetrator find pulled deeper deeper darkest area mind constantly confronted fear must figure decision take law hand answer pain
1810,Primary Colors (1998),Comedy|Drama,1810.0,3/20/1998,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.",2.4432,6.278,329.0,9440.0,"John Travolta, Emma Thompson, Billy Bob Thornton",Mike Nichols,"Primary Colors (1998) Comedy Drama John_Travolta Emma_Thompson Billy_Bob_Thornton Mike_Nichols In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.",primary color 1998 comedy drama john_travolta emma_thompson billy_bob_thornton mike_nichols adaptation best selling roman clef bill clinton 1992 run white house young gifted henry burton tapped oversee presidential campaign governor jack stanton burton pulled politician colorful world look stanton wandering eye could downfall contends ambitious wife susan outspoken adviser richard jemmons
1812,Wide Awake (1998),Children|Comedy|Drama,1812.0,7/30/2007,"Cassie has no problem falling asleep -- it's staying awake that's the hard part, because she's narcoleptic. Fortunately for Cassie, she works in a lab that has just created a serum to treat this disruptive condition. However, when subjects in the trial for this new drug start dropping dead, she uncovers a conspiracy that sends her on a dangerous pursuit of the truth. Will she fall asleep on the job? Let's hope not -- she's got a lot of bullets (and sleep-deprived hallucinations) to dodge along her road to justice.",1.9566,4.8,5.0,191039.0,"Missy Peregrym, Scott Wickware, Joseph Di Mambro",Penelope Buitenhuis,"Wide Awake (1998) Children Comedy Drama Missy_Peregrym Scott_Wickware Joseph_Di_Mambro Penelope_Buitenhuis Cassie has no problem falling asleep -- it's staying awake that's the hard part, because she's narcoleptic. Fortunately for Cassie, she works in a lab that has just created a serum to treat this disruptive condition. However, when subjects in the trial for this new drug start dropping dead, she uncovers a conspiracy that sends her on a dangerous pursuit of the truth. Will she fall asleep on the job? Let's hope not -- she's got a lot of bullets (and sleep-deprived hallucinations) to dodge along her road to justice.",wide awake 1998 child comedy drama missy_peregrym scott_wickware joseph_di_mambro penelope_buitenhuis cassie problem falling asleep staying awake hard part narcoleptic fortunately cassie work lab created serum treat disruptive condition however subject trial new drug start dropping dead uncovers conspiracy sends dangerous pursuit truth fall asleep job let hope got lot bullet sleep deprived hallucination dodge along road justice
1816,Two Girls and a Guy (1997),Comedy|Drama,1816.0,4/24/1998,"Two women confront their boyfriend, a two-timing actor who professed eternal love to each.",0.5674,5.327,101.0,32456.0,"Robert Downey Jr., Heather Graham, Natasha Gregson Wagner",James Toback,"Two Girls and a Guy (1997) Comedy Drama Robert_Downey_Jr. Heather_Graham Natasha_Gregson_Wagner James_Toback Two women confront their boyfriend, a two-timing actor who professed eternal love to each.",two girl guy 1997 comedy drama robert_downey_jr heather_graham natasha_gregson_wagner james_toback two woman confront boyfriend two timing actor professed eternal love
1821,"Object of My Affection, The (1998)",Comedy|Romance,1821.0,4/17/1998,"A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",2.0999,5.8,315.0,17127.0,"Jennifer Aniston, Paul Rudd, Alan Alda",Nicholas Hytner,"Object of My Affection, The (1998) Comedy Romance Jennifer_Aniston Paul_Rudd Alan_Alda Nicholas_Hytner A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",object affection 1998 comedy romance jennifer_aniston paul_rudd alan_alda nicholas_hytner pregnant new york social worker begin develop romantic feeling gay best friend decides rather raise child much dismay overbearing boyfriend
1824,Homegrown (1998),Comedy|Thriller,1824.0,4/17/1998,"Three laborers on a Northern California marijuana plantation become increasingly paranoid when they learn that their boss has been murdered. They know enough to run, taking with them enough of the crop to pay them for services rendered. Hooking up with go-between Lucy in the next town, they plot their next move.",0.9823,5.595,58.0,17133.0,"Kelly Lynch, Billy Bob Thornton, Hank Azaria",Stephen Gyllenhaal,"Homegrown (1998) Comedy Thriller Kelly_Lynch Billy_Bob_Thornton Hank_Azaria Stephen_Gyllenhaal Three laborers on a Northern California marijuana plantation become increasingly paranoid when they learn that their boss has been murdered. They know enough to run, taking with them enough of the crop to pay them for services rendered. Hooking up with go-between Lucy in the next town, they plot their next move.",homegrown 1998 comedy thriller kelly_lynch billy_bob_thornton hank_azaria stephen_gyllenhaal three laborer northern california marijuana plantation become increasingly paranoid learn bos murdered know enough run taking enough crop pay service rendered hooking lucy next town plot next move
1825,The Players Club (1998),Comedy|Drama,1825.0,4/8/1998,"Single mother Diana struggles to provide for her child and pay for her college education. When she meets two dancers from a nearby gentlemen's club, Diana's convinced there's fast money to be made stripping.",1.2851,6.3,82.0,19848.0,"LisaRaye McCoy, Bernie Mac, Jamie Foxx",Ice Cube,"The Players Club (1998) Comedy Drama LisaRaye_McCoy Bernie_Mac Jamie_Foxx Ice_Cube Single mother Diana struggles to provide for her child and pay for her college education. When she meets two dancers from a nearby gentlemen's club, Diana's convinced there's fast money to be made stripping.",player club 1998 comedy drama lisaraye_mccoy bernie_mac jamie_foxx ice_cube single mother diana struggle provide child pay college education meet two dancer nearby gentleman club diana convinced fast money made stripping
1826,Barney's Great Adventure (1998),Adventure|Children,1826.0,4/3/1998,"Mom and dad dump son Cody, daughter Abby, her best friend Marcella and a baby on the farm with Grandpa and Grandma. Purple dinosaur Barney soon appears to entertain the kids, and when a large colorful egg deposited on a farm by a shooting star is accidentally carted off, Barney and the kids start their chase for it.",2.0209,4.875,56.0,17644.0,"Kyla Pratt, Trevor Morgan, George Hearn",Steve Gomer,"Barney's Great Adventure (1998) Adventure Children Kyla_Pratt Trevor_Morgan George_Hearn Steve_Gomer Mom and dad dump son Cody, daughter Abby, her best friend Marcella and a baby on the farm with Grandpa and Grandma. Purple dinosaur Barney soon appears to entertain the kids, and when a large colorful egg deposited on a farm by a shooting star is accidentally carted off, Barney and the kids start their chase for it.",barney great adventure 1998 adventure child kyla_pratt trevor_morgan george_hearn steve_gomer mom dad dump son cody daughter abby best friend marcella baby farm grandpa grandma purple dinosaur barney soon appears entertain kid large colorful egg deposited farm shooting star accidentally carted barney kid start chase
1827,"Big One, The (1997)",Comedy|Documentary,1827.0,6/25/2017,Kuwaiti Play 2017,0.2643,0.0,0.0,985206.0,"Entesar Alsharah, Mohammed Al-Hamali, Abdulla Al-Khudr",,"Big One, The (1997) Comedy Documentary Entesar_Alsharah Mohammed_Al-Hamali Abdulla_Al-Khudr Kuwaiti Play 2017",big one 1997 comedy documentary entesar_alsharah mohammed_al hamali abdulla_al khudr kuwaiti play 2017
1829,Chinese Box (1997),Drama|Romance,1829.0,11/14/1997,"The story of Hong Kong, from New Year's Day to June 30th, 1997, when the British left their colony and turned it over to the People's Republic of China.",2.2052,5.864,55.0,30265.0,"Jeremy Irons, Gong Li, Maggie Cheung",Wayne Wang,"Chinese Box (1997) Drama Romance Jeremy_Irons Gong_Li Maggie_Cheung Wayne_Wang The story of Hong Kong, from New Year's Day to June 30th, 1997, when the British left their colony and turned it over to the People's Republic of China.",chinese box 1997 drama romance jeremy_irons gong_li maggie_cheung wayne_wang story hong kong new year day june 30th 1997 british left colony turned people republic china
1831,Lost in Space (1998),Action|Adventure|Sci-Fi,1831.0,4/3/1998,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",4.8577,5.424,1254.0,2157.0,"William Hurt, Matt LeBlanc, Mimi Rogers",Stephen Hopkins,"Lost in Space (1998) Action Adventure Sci-Fi William_Hurt Matt_LeBlanc Mimi_Rogers Stephen_Hopkins The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",lost space 1998 action adventure sci william_hurt matt_leblanc mimi_rogers stephen_hopkins prospect continuing life earth year 2058 grim robinson launched space colonize alpha prime inhabitable planet galaxy stowaway sabotage mission robinson find hurtling uncharted space
1833,Mercury Rising (1998),Action|Drama|Thriller,1833.0,4/3/1998,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",5.0363,6.3,1575.0,8838.0,"Bruce Willis, Alec Baldwin, Miko Hughes",Harold Becker,"Mercury Rising (1998) Action Drama Thriller Bruce_Willis Alec_Baldwin Miko_Hughes Harold_Becker Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",mercury rising 1998 action drama thriller bruce_willis alec_baldwin miko_hughes harold_becker renegade fbi agent art jeffries protects nine year old autistic boy cracked government new unbreakable code
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,1834.0,12/3/1997,An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.,1.5595,6.806,296.0,29193.0,"Steve Martin, Campbell Scott, Ben Gazzara",David Mamet,"Spanish Prisoner, The (1997) Crime Drama Mystery Thriller Steve_Martin Campbell_Scott Ben_Gazzara David_Mamet An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.",spanish prisoner 1997 crime drama mystery thriller steve_martin campbell_scott ben_gazzara david_mamet inventor secret process suddenly find alone friend corporation work turn
1835,City of Angels (1998),Drama|Fantasy|Romance,1835.0,4/10/1998,"When a guardian angel  who invisibly watches over the citizens of Los Angeles  becomes captivated by a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",8.8578,6.816,2240.0,795.0,"Nicolas Cage, Meg Ryan, Andre Braugher",Brad Silberling,"City of Angels (1998) Drama Fantasy Romance Nicolas_Cage Meg_Ryan Andre_Braugher Brad_Silberling When a guardian angel  who invisibly watches over the citizens of Los Angeles  becomes captivated by a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",city angel 1998 drama fantasy romance nicolas_cage meg_ryan andre_braugher brad_silberling guardian angel invisibly watch citizen los angeles becomes captivated strong willed heart surgeon ponders trading pure otherworldly existence mortal life beloved couple embarks tender forbidden romance spanning heaven earth
1836,"Last Days of Disco, The (1998)",Comedy|Drama,1836.0,5/29/1998,Two young women and their friends spend spare time at an exclusive nightclub in 1980s New York.,1.921,6.2,198.0,16980.0,"Chloë Sevigny, Kate Beckinsale, Chris Eigeman",Whit Stillman,"Last Days of Disco, The (1998) Comedy Drama Chloë_Sevigny Kate_Beckinsale Chris_Eigeman Whit_Stillman Two young women and their friends spend spare time at an exclusive nightclub in 1980s New York.",last day disco 1998 comedy drama chlo _sevigny kate_beckinsale chris_eigeman whit_stillman two young woman friend spend spare time exclusive nightclub 1980s new york
1837,"Odd Couple II, The (1998)",Comedy,1837.0,4/9/1998,"Brucey, the son of Oscar, calls his father to invite him to his wedding to Felix's daughter next Sunday in California. Oscar and Felix meet again at Los Angeles International Airport and rent a car in order to go to San Malina for the wedding.",3.2489,6.3,137.0,27472.0,"Jack Lemmon, Walter Matthau, Richard Riehle",Howard Deutch,"Odd Couple II, The (1998) Comedy Jack_Lemmon Walter_Matthau Richard_Riehle Howard_Deutch Brucey, the son of Oscar, calls his father to invite him to his wedding to Felix's daughter next Sunday in California. Oscar and Felix meet again at Los Angeles International Airport and rent a car in order to go to San Malina for the wedding.",odd couple 1998 comedy jack_lemmon walter_matthau richard_riehle howard_deutch brucey son oscar call father invite wedding felix daughter next sunday california oscar felix meet los angeles international airport rent car order san malina wedding
1839,My Giant (1998),Comedy,1839.0,4/10/1998,"Sammy, an agitated agent lost in the forest of the modern world, happens upon a gentle giant with a tall talent for friendship named Max.",1.3122,5.2,98.0,47881.0,"Billy Crystal, Gheorghe Mure?an, Kathleen Quinlan",Michael Lehmann,"My Giant (1998) Comedy Billy_Crystal Gheorghe_Mure?an Kathleen_Quinlan Michael_Lehmann Sammy, an agitated agent lost in the forest of the modern world, happens upon a gentle giant with a tall talent for friendship named Max.",giant 1998 comedy billy_crystal gheorghe_mure kathleen_quinlan michael_lehmann sammy agitated agent lost forest modern world happens upon gentle giant tall talent friendship named max
1840,He Got Game (1998),Drama,1840.0,5/1/1998,A basketball player's father must try to convince him to go to a college so he can get a shorter prison sentence.,1.8029,6.748,753.0,9469.0,"Denzel Washington, Ray Allen, Rosario Dawson",Spike Lee,He Got Game (1998) Drama Denzel_Washington Ray_Allen Rosario_Dawson Spike_Lee A basketball player's father must try to convince him to go to a college so he can get a shorter prison sentence.,got game 1998 drama denzel_washington ray_allen rosario_dawson spike_lee basketball player father must try convince college get shorter prison sentence
1841,"Gingerbread Man, The (1998)",Drama|Thriller,1841.0,,The Gingerbreadman tale with Czech animation.,0.0493,0.0,0.0,1433219.0,Josef Kemr,Dagmar Doubková,"Gingerbread Man, The (1998) Drama Thriller Josef_Kemr Dagmar_Doubková The Gingerbreadman tale with Czech animation.",gingerbread man 1998 drama thriller josef_kemr dagmar_doubkov gingerbreadman tale czech animation
1844,Live Flesh (Carne trémula) (1997),Drama|Romance,1844.0,10/10/1997,"When Victor attempts to seduce Elena, all he gets for his trouble is a one-way, six-year ticket to prison, where he concentrates on strengthening his mind, his body... and his desire for vengeance on the man who put him there. After his release and still madly in love with her, Victor will stop at nothing to win her over even if means revenge, for Elena has married David, the cop who sent him to prison!",2.7576,7.053,693.0,267.0,"Javier Bardem, Francesca Neri, Liberto Rabal",Pedro Almodóvar,"Live Flesh (Carne trémula) (1997) Drama Romance Javier_Bardem Francesca_Neri Liberto_Rabal Pedro_Almodóvar When Victor attempts to seduce Elena, all he gets for his trouble is a one-way, six-year ticket to prison, where he concentrates on strengthening his mind, his body... and his desire for vengeance on the man who put him there. After his release and still madly in love with her, Victor will stop at nothing to win her over even if means revenge, for Elena has married David, the cop who sent him to prison!",live flesh carne mula 1997 drama romance javier_bardem francesca_neri liberto_rabal pedro_almod var victor attempt seduce elena get trouble one way six year ticket prison concentrate strengthening mind body desire vengeance man put release still madly love victor stop nothing win even mean revenge elena married david cop sent prison
1845,Zero Effect (1998),Comedy|Mystery|Thriller,1845.0,1/30/1998,"Daryl Zero is a private investigator andalong with his assistant, Steve Arlohe solves impossible crimes and puzzles. Although Daryl's a master investigator, he doesn't know what to do with himself when he's not working; he has no social skills, writes bad music and drives Steve crazy.",1.268,6.2,184.0,16148.0,"Bill Pullman, Ben Stiller, Ryan O'Neal",Jake Kasdan,"Zero Effect (1998) Comedy Mystery Thriller Bill_Pullman Ben_Stiller Ryan_O'Neal Jake_Kasdan Daryl Zero is a private investigator andalong with his assistant, Steve Arlohe solves impossible crimes and puzzles. Although Daryl's a master investigator, he doesn't know what to do with himself when he's not working; he has no social skills, writes bad music and drives Steve crazy.",zero effect 1998 comedy mystery thriller bill_pullman ben_stiller ryan_o neal jake_kasdan daryl zero private investigator along assistant steve arlo solves impossible crime puzzle although daryl master investigator know working social skill writes bad music drive steve crazy
