movieId,title,release_date,overview,popularity,vote_average,vote_count,tmdb_id
1290,Some Kind of Wonderful (1987),2/27/1987,"Keith Nelson, an artsy high school outcast, tries to land a date with popular girl Amanda Jones with some help from his tomboy best friend, Watts. However, Watts realizes she likes Keith as more than just a friend and tries to convince him to stop pursuing Amanda. Matters are further complicated when Keith's invitation draws the ire of Amanda's rich yet snobby ex-boyfriend, Hardy Jenns, who makes plans to get even.",3.7423,6.863,499,15143
1291,Indiana Jones and the Last Crusade (1989),5/24/1989,"In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!",8.9475,7.8,10589,89
1292,Being There (1979),12/19/1979,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",2.633,7.611,1044,10322
1293,Gandhi (1982),12/1/1982,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",3.7126,7.555,2385,783
1295,"Unbearable Lightness of Being, The (1988)",2/5/1988,"Successful surgeon Tomas leaves Prague for an operation, meets a young photographer named Tereza, and brings her back with him. Tereza is surprised to learn that Tomas is already having an affair with the bohemian Sabina, but when the Soviet invasion occurs, all three flee to Switzerland. Sabina begins an affair, Tom continues womanizing, and Tereza, disgusted, returns to Czechoslovakia. Realizing his mistake, Tomas decides to chase after her.",3.7512,6.907,478,10644
1296,"Room with a View, A (1986)",9/29/2022,"Jobless and stripped of any prospects of a normal life in Lebanon, Wael tries to kill himself on August 4th 2020, not knowing that a few moments later something big will happen… Beirut will explode.",0.0143,0,0,1028047
1297,Real Genius (1985),8/7/1985,"When teenage geniuses Mitch Taylor and Chris Knight, working on an advanced laser project, learn that the military wants to use it as a weapon, they decide to thwart the plan.",3.8344,6.673,466,14370
1298,Pink Floyd: The Wall (1982),7/14/1982,A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,4.3043,7.946,1558,12104
1299,"Killing Fields, The (1984)",11/11/2005,"Thirty years ago, Communist Cambodian leader Pol Pot set about establishing a nation of people living to serve the state. He insisted that anything private, right down to his subjects' thoughts and emotions, were immoral. When Pol Pot's plan to increase rice production failed, he declared it was due to enemies within the party. Thus began the purge of some of Pol Pot's most devoted followers and their families.",0.045,0,0,1309876
1300,My Life as a Dog (Mitt liv som hund) (1985),12/12/1985,"A boy, obsessed with comparing himself with those less fortunate, experiences a different life at the home of his aunt and uncle in 1959 Sweden.",0.999,7.249,271,8816
1301,Forbidden Planet (1956),3/23/1956,"Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for twenty years. They find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",3.6571,7.248,982,830
1302,Field of Dreams (1989),4/21/1989,"Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play.",3.1024,7.113,1573,2323
1303,"Man Who Would Be King, The (1975)",4/17/2015,"August 16, 1977. All of America was stunned by the news of Elvis Presley's untimely passing. Some went so far as to believe that it couldn't be true. Somehow he had faked his death. For the executives at Sun Records that fantasy became an opportunity in the form of Orion, a mysterious masked performer with the voice of The King. First appearing in 1979, Orion recorded 11 albums and performed live to packed houses and rapturous fans around the nation. But who was the man behind the mask?  In this stranger-than-fiction true story, Jeanie Finlay exposes the incredible life of an unknown singer plucked from obscurity and thrust into the spotlight with the complicity of a manipulative music industry and a public fan base unwilling to let The King go. Resonant in its themes of identity, fate, and the double-edged nature of fame, Orion is a stylish mystery story that finally gives a name and a face to a gifted artist who had been unjustly deprived of both.",0.2032,7,22,333278
1304,Butch Cassidy and the Sundance Kid (1969),9/23/1969,"As the west rapidly becomes civilized, a pair of outlaws in 1890s Wyoming find themselves pursued by a posse and decide to flee to South America in hopes of evading the law.",6.1461,7.61,2307,642
1305,"Paris, Texas (1984)",7/16/1984,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",5.6751,8.103,2034,655
1306,Until the End of the World (Bis ans Ende der Welt) (1991),9/12/1991,"In 1999, a woman's life is forever changed after she survives a car crash with two bank robbers, who enlist her help to take the money to a drop in Paris. On the way, she runs into another fugitive from the law — an American doctor on the run from the CIA. They want to confiscate his father's invention – a device which allows anyone to record their dreams and visions.",2.8915,6.758,221,10341
1307,When Harry Met Sally... (1989),7/12/1989,"Sex always gets in the way of friendships between men and women. At least, that's what Harry Burns believes. So when Harry meets Sally Albright and a deep friendship blossoms between them, Harry's determined not to let his attraction to Sally destroy it. But when a night of weakness ends in a morning of panic, can the pair avoid succumbing to Harry's fears by remaining friends and admitting they just might be the perfect match for each other?",6.9003,7.406,4280,639
1310,Hype! (1996),1/16/2014,"Ryan and Kevin and their crew from Los Angeles are hired by U.S. Interpol to be matched up against the notorious Gambler Crew from South Korea, known to the b-boy world as the best of the best. Their mission is to gather information about Tony Kai, an ""ex yakuza"" member who controls the Asian underworld in the United States. Tony Kai is in South Korea planning a worldwide monopoly on drugs, sex, and gambling. Ryan and Kevin struggle as they go deeper into the Asian underworld. Ryan falls for a beautiful Korean girl named Esther who happens to be the sister of ""Kicker"", the leader of the mafia-run Gamblers crew. Their love is put to the test as the rivalry between the two crews escalate. As reality sets in, the crew from LA is no match against the world champion Gamblers crew in the Mach 1 competition. Ryan, Kevin and the crew go into hiding where they meet an underground b-boy legend...",2.1736,5.7,3,265991
1312,Female Perversions (1996),4/25/1997,"Eve Stephens, a beautiful and sexy high-powered attorney, is up for appointment as a judge. But below her veneer of self-confidence lies a darker side, one in which she is driven by bizarre visions and sexual fantasies. After a series of events, including rescuing her sister Madelyn after her arrest for shoplifting, being rejected by her lover John during a surprise visit, and finally, meeting with the Governor regarding her judicial appointment, Eve comes unraveled. In a stunning and climactic conclusion, Eve is forced to confront her fears and, more importantly, herself.",1.5418,5,53,41801
1318,Blue Juice (1995),9/15/1995,"JC is the hero of the Cornish surfing community. Staring thirty hard in the face, he fears that the wave that has carried him through a prolonged adolescence is heading for the rocks as his girlfriend pressures him for commitment and his friends contemplate growing up.",1.6525,3.9,37,18762
1320,Alien³ (a.k.a. Alien 3) (1992),1/24/1997,"The all female crew of the transport ship Muse is on a mission in deep space. They pick up an SOS signal and discover a derelict space cruiser where all the women have died mysteriously. They take the only survivor, a young woman named Flair, and detonate the ghost ship. However, the danger is just beginning. With Flair on the Muse, the romances between the women begin to take a new turn. One by one, the crewmembers are attacked by a mysterious alien presence, desperate to find a way to reproduce with human women!",1.3471,6.154,13,272108
1321,"American Werewolf in London, An (1981)",8/21/1981,"American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body.",6.8709,7.407,2541,814
1322,Amityville 1992: It's About Time (1992),7/16/1992,"A hot-shot architect returns home from his latest business trip with a surprise: an ornate old clock rescued out of a soon-to-be-demolished mansion in Amityville, New York, that brings about a seemingly unstoppable demonic force.",1.1587,4.7,128,41671
1323,Amityville 3-D (1983),11/18/1983,"To debunk the Amityville house's infamous reputation and take advantage of a rock-bottom asking price, skeptical journalist John Baxter buys the place and settles in to write his first novel.",1.5354,4.564,233,27214
1324,Amityville: Dollhouse (1996),10/2/1996,"Bill Martin has just finished construction on a picturesque new home for his family, but unknown to him, the previously barren property was once the site of the infamous Amityville murder house, which contains demonic entities with murderous sights on the family.",1.3015,4.5,107,52263
1325,Amityville: A New Generation (1993),9/29/1993,"Keyes, a successful photographer who lives at the border of Skid Row, notices a homeless man with a strange old mirror. Immediately struck by it for reasons he cannot explain, he convinces the man to sell it to him, soon behaving in increasingly erratic and unhinged ways.",3.1197,4.2,94,33519
1326,Amityville II: The Possession (1982),9/24/1982,"Anthony and Dolores Montelli, along with their four children, move into their dream house in Amityville and are immediately plagued by a string of paranormal experiences. When the abusive Anthony wrongly places the blame on their children, Dolores recruits a local Catholic priest to exorcise the house.",4.6403,5.725,376,16235
1327,"Amityville Horror, The (1979)",4/14/2005,"George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Dutch colonial mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses.",6.6293,6.136,2246,10065
1328,"Amityville Curse, The (1990)",5/28/2023,"A group of friends purchase an infamous home with the intention of flipping it, only to discover a deadly paranormal presence emanating from within the house.",0.9587,4.577,13,1024597
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),8/13/1974,"Deathly ill Count Dracula and his slimy underling, Anton, travel to Italy in search of a virgin's blood. They're welcomed at the crumbling estate of indebted Marchese Di Fiore, who's desperate to marry off his daughters to rich suitors. But there, instead of pure women, the count encounters incestuous lesbians with vile blood and Marxist manservant Mario, who's suspicious of the aristocratic Dracula.",2.5626,5.7,166,25944
1330,April Fool's Day (1986),3/29/1997,"Comedy drama about warring neighbours Malcolm and Martin who spend April Fool's Day trying to catch each other out with ever more fiendish tricks, watched wearily by their long-suffering wives.",0.0709,2,1,527550
1331,Audrey Rose (1977),4/6/1977,"A man is convinced that a young girl is the reincarnation of his own daughter Audrey Rose, who died in a fiery car accident, along with his wife, two minutes before the girl was born.",1.2984,5.619,139,49126
1332,"Believers, The (1987)",11/14/2020,,0.3511,7,1,763342
1333,"Birds, The (1963)",10/21/2022,"Migrant families experience violence, but they also keep beautiful memories when they arrive in new lands. Fantastic and intimate stories, recalled from childhood, travel across time and space, magically intermingling with the help of the four elements and breaking the boundaries of cinema.",0.1379,0,0,1036117
1334,"Blob, The (1958)",11/13/1981,Little Vendulka receives a birthday gift of a seemingly innocuous children's book. Little she knows that the book is actually a portal into the surreal world of nursery rhymes and Josef Lada's paintings.,1.5456,5,1,137762
1335,Blood Beach (1981),9/1/1980,"Something or someone is attacking people one by one on the beach. Some of them are mutilated, but most of them are sucked into the sand, disappearing without a trace. What is the creature responsible? Where does it live, and where did it come from? And is there any chance of it reproducing? Meanwhile, David Huffman and Mariana Hill are once-almost-married old friends, reunited over the death of her mother on the beach, and searching for clues in the abandoned buildings where they used to play when they were young.",2.3015,4.861,79,37843
1336,Body Parts (1991),8/2/1991,"A criminal psychologist loses his arm in a car crash, and becomes one of three patients to have their missing limbs replaced by those belonging to an executed serial killer. One of them dies violently, and disturbing occurrences start happening to the surviving two.",0.4535,5.754,120,32146
1337,"Body Snatcher, The (1945)",9/26/1957,"A detective and his cowboy friend team up to stop a mad scientist who is stealing the bodies of murdered wrestlers, and bringing them back to life while electronically replacing their minds with those of animals to make them stronger and live longer.  Posing as a successful masked wrestler, the cowboy quickly attracts the attention of the scientist and his henchmen as their next experimental subject...",1.5166,5.5,11,194166
1339,Dracula (Bram Stoker's Dracula) (1992),7/30/2025,"The story of 15th century Prince Vladimir who curses God following the death of his beloved wife and is turned into a vampire. Later, in 19th century London, he discovers his wife’s doppelgänger and dooms himself by pursuing her.",25.4822,6.3,48,1246049
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",4/26/2020,Frankenstein tries to create a living companion for him from the bodies of the women he killed.,0.0413,0,0,726333
1341,Burnt Offerings (1976),10/18/1976,"A couple and their twelve-year-old son move into a giant house for the summer where things aren’t quite what they seem. Every time someone gets hurt on the grounds, the beat-up house seems to repair itself…",0.8016,6.5,250,13549
1342,Candyman (1992),10/16/1992,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",3.2858,6.6,1684,9529
1343,Cape Fear (1991),11/13/1991,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, Bible-quoting, psychotic rapist. What do they have in common? 14 years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",5.848,7.254,3615,1598
1344,Cape Fear (1962),11/13/1991,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, Bible-quoting, psychotic rapist. What do they have in common? 14 years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",5.848,7.254,3615,1598
1345,Carrie (1976),11/3/1976,"Withdrawn and sensitive teen Carrie White faces taunting from classmates at school and abuse from her fanatically pious mother. When strange occurrences start happening around Carrie, she begins to suspect that she has supernatural powers.",8.5303,7.319,4046,7340
1346,Cat People (1982),4/2/1982,"After years of separation, Irena Gallier and her minister brother, Paul, reunite in New Orleans. When zoologists capture a wild panther, Irena is drawn to the cat – and zoo curator Oliver to her. Soon, Paul will have to reveal the family secret: that when sexually aroused, they revert into predatory jungle cats.",1.7698,6.038,533,6217
1347,"Nightmare on Elm Street, A (1984)",11/9/1984,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",9.2373,7.341,5409,377
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",12/25/2024,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",18.7513,6.71,3016,426063
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),9/10/1988,"Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.",0.9073,6,61,28198
1350,"Omen, The (1976)",4/3/2024,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",7.8446,6.9,1142,437342
1351,Blood and Wine (Blood & Wine) (1996),10/3/1996,"A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.",0.8801,5.721,172,31640
1352,Albino Alligator (1996),1/17/1997,"While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.",1.0989,5.724,156,8744
1353,"Mirror Has Two Faces, The (1996)",10/15/1958,"A teacher runs an ad in the newspaper to find a wife. Afraid of beautiful ladies, he weds an ugly woman. After a car accident, he meets a doctor who offers to reveal his wife's beauty.",0.2559,6.4,22,86260
1354,Breaking the Waves (1996),7/5/1996,"In a small, conservative Scottish village, an oilman is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when he urges her to have sex with another.",3.6914,7.498,1050,145
1355,Nightwatch (1997),1/31/1997,A law student takes a job as a night watchman at a morgue and begins to discover clues that implicate him as the suspect in a series of murders.,1.7407,6.037,406,2212
1356,Star Trek: First Contact (1996),11/22/1996,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",7.2304,7.29,1851,199
1357,Shine (1996),8/15/1996,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",1.974,7.372,676,7863
1358,Sling Blade (1996),8/30/1996,"Karl Childers, a mentally disabled man, has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, he is deemed fit to be released into the outside world.",2.385,7.543,820,12498
1359,Jingle All the Way (1996),12/2/2014,Larry's daughter wants only one thing for Christmas - a talking bear. His daughter's step-dad intends to make sure that Larry can't get one.,2.0476,5.2,121,289728
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),12/3/1996,A horrific triple child murder leads to an indictment and trial of three nonconformist boys based on questionable evidence.,4.7133,7.599,187,17204
1363,"Preacher's Wife, The (1996)",6/29/2023,"In a new town with a new baby and a husband who has to work all the time, a young mom gets involved with the highly popular local church. The preacher’s wife welcomes her with open arms and she enrolls her baby in the church’s daycare which is run by the preacher’s wife. Slowly but surely, it seems as though the preacher’s wife is taking over as the baby’s main caregiver and framing the new mom as an unfit mom.",0.2611,6.5,4,997618
1365,Ridicule (1996),5/9/1996,"To get royal backing on a needed drainage project, a poor French lord must learn to play the delicate games of wit at court at Versailles.",0.7595,7,212,12709
1366,"Crucible, The (1996)",8/4/1923,"A woman, named simply ""Elle"" and her husband, a wealthy industrialist, are not on the best of terms. While she enjoys the way he caters to her every whim, she wonders whether he really loves her. He, on the other hand, torments himself by imagining rivals. One morning she awakens from a nightmare in which she has been pursued by a man in various guises, who turns out to be the famous Detective Z, whose memoirs she has been reading. When she and her husband quarrel over leaving Paris permanently for a country estate, he goes to the ""Trouve Tout"" Agency and hires, of all people, Detective Z, to win back her affection.",1.2729,6.7,14,186166
1367,101 Dalmatians (1996),11/27/1996,"An evil, high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",7.0275,5.932,3484,11674
1370,Die Hard 2 (1990),7/3/1990,"One year after his heroics in Los Angeles, John McClane is an off-duty cop who is the wrong guy in the wrong place at the wrong time. On a snowy Christmas Eve, as he waits for his wife's plane to land at Washington Dulles International Airport, terrorists take over the air traffic control system in a plot to free a South American army general and drug smuggler being flown into the US to face drug charges. It's now up to McClane to take on the terrorists, while coping with an inept airport police chief, an uncooperative anti-terrorist squad, and the life of his wife and everyone else trapped in planes circling overhead.",8.9745,6.957,6074,1573
1371,Star Trek: The Motion Picture (1979),12/7/1979,"When an unidentified alien destroys three powerful Klingon cruisers, Captain James T. Kirk returns to the newly transformed U.S.S. Enterprise to take command.",5.2287,6.471,1813,152
1372,Star Trek VI: The Undiscovered Country (1991),12/6/1991,"After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their deadliest encounter.",4.6474,7,1330,174
1373,Star Trek V: The Final Frontier (1989),6/9/1989,A renegade Vulcan with a startling secret hijacks the U.S.S. Enterprise in order to find a mythical planet.,4.3374,5.7,1229,172
1374,Star Trek II: The Wrath of Khan (1982),6/4/1982,"The starship Enterprise and its crew is pulled back into action when old nemesis, Khan, steals a top secret device called Project Genesis.",1.7504,7.447,2007,154
1375,Star Trek III: The Search for Spock (1984),6/1/1984,A surprise visit from Spock's father provides a startling revelation: McCoy is harboring Spock's living essence.,1.7152,6.58,1429,157
1376,Star Trek IV: The Voyage Home (1986),11/26/1986,"When a huge alien probe enters the galaxy and begins to vaporize Earth's oceans, Kirk and his crew must travel back in time in order to bring back whales and save the planet.",3.6067,7.2,1559,168
1377,Batman Returns (1992),6/19/1992,"The monstrous Penguin, who dwells in the sewers beneath Gotham, joins up with corrupt mayoral candidate Max Shreck to topple the Batman once and for all. But when Shreck's timid assistant Selina Kyle finds out, and Shreck tries to kill her, she's transformed into the sexy Catwoman. She teams up with the Penguin and Shreck to destroy Batman, but sparks fly unexpectedly when she confronts the caped crusader.",12.4653,6.94,6773,364
1378,Young Guns (1988),2/17/1988,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",4.2395,6.7,970,11967
1379,Young Guns II (1990),8/1/1990,"Three of the original five ""young guns"" — Billy the Kid, Jose Chavez y Chavez, and Doc Scurlock — return in Young Guns, Part 2, which is the story of Billy the Kid and his race to safety in Old Mexico while being trailed by a group of government agents led by Pat Garrett.",2.9147,6.507,560,9086
1380,Grease (1978),6/16/1978,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",11.9752,7.375,7453,621
1381,Grease 2 (1982),6/11/1982,"It's 1961, two years after the original Grease gang graduated, and there's a new crop of seniors and new members of the coolest cliques on campus, the Pink Ladies and T-Birds. Michael Carrington is the new kid in school - but he's been branded a brainiac. Can he fix up an old motorcycle, don a leather jacket, avoid a rumble with the leader of the T-Birds, and win the heart of Pink Lady Stephanie?",5.6717,5.198,703,9037
1382,Marked for Death (1990),10/5/1990,"Just retired from the Drug Enforcement Agency, John Hatcher returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. Determined to drive the dealers out, Hatcher crosses paths with a ferocious Jamaican drug lord who vows that Hatcher and his family are now marked for death.",9.0764,6.097,558,10173
1385,Under Siege (1992),10/8/1992,"A disgruntled ex-CIA operative, his assistant and their assembled group of terrorists seize a battleship with nuclear blackmail in mind. They've planned for every contingency but ignore the ship's cook, former Navy SEAL Casey Ryback—an error that could be fatal.",3.8907,6.3,1610,8845
1387,Jaws (1975),6/20/1975,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled hunter embark on a desperate quest to destroy the beast before it strikes again.",28.592,7.676,10964,578
1388,Jaws 2 (1978),6/16/1978,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,5.2129,6,2013,579
1389,Jaws 3-D (1983),7/22/1983,A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,2.933,4.5,1342,17692
1390,My Fellow Americans (1996),12/20/1996,"They used to run the country. Now they're running for their lives! Two on-the-lam former Presidents of the United States. Framed in a scandal by the current President and pursued by armed agents, the two squabbling political foes plunge into a desperately frantic search for the evidence that will establish their innocence.",1.539,6,162,17795
1391,Mars Attacks! (1996),12/13/1996,"A fleet of Martian spacecraft surrounds the world's major cities and all of humanity waits to see if the extraterrestrial visitors have, as they claim, ""come in peace."" U.S. President James Dale receives assurance from science professor Donald Kessler that the Martians' mission is a friendly one. But when a peaceful exchange ends in the total annihilation of the U.S. Congress, military men call for a full-scale nuclear retaliation.",8.5051,6.415,5636,75
1392,Citizen Ruth (1996),11/21/1996,"""Citizen Ruth"" is the story of Ruth Stoops, a woman who nobody even noticed -- until she got pregnant. Now, everyone wants a piece of her. The film is a comedy about one woman caught in the ultimate tug-of-war: a clash of wild, noisy, ridiculous people that rapidly dissolves into a media circus.",2.127,6.612,139,13891
1393,Jerry Maguire (1996),12/13/1996,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",10.5311,6.969,3474,9390
1394,Raising Arizona (1987),3/13/1987,"When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",7.5054,7.061,2201,378
1395,Tin Men (1987),3/6/1987,A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.,2.011,6.4,130,10896
1396,Sneakers (1992),9/9/1992,"When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius, they uncover a bigger conspiracy. Now, he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers.",8.1045,6.905,972,2322
1397,Bastard Out of Carolina (1996),12/15/1996,"A poor, struggling South Carolinian mother and daughter face painful choices with their resolve and pride. Bone, the eldest daughter, and Anney her tired mother, grow both closer and farther apart: Anney sees Glen as her last chance.",0.8354,7.1,79,41240
1398,In Love and War (1996),11/18/2001,"After being released from an Italian prison, British officer Eric Newby (Blue) must find his way out of Italy before the Germans come. However, he is injured on the way and is left behind from his fellow soldiers. He is helped out by the local Italians, and he meets Wanda (Bobulova), a beautiful local girl who helps him learn Italian so he can escape. Slowly, their small friendship turns into a romance, but with the Germans looking for Eric, they are kept apart, not knowing what will happen.",1.1472,6.8,4,213510
1399,Marvin's Room (1996),12/18/1996,A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.,1.5105,6.718,612,9819
1401,Ghosts of Mississippi (1996),12/20/1996,A Mississippi district attorney and the widow of Medgar Evers struggle to bring a white supremacist to justice for the 1963 murder of the civil rights leader.,2.5637,6.6,150,31908
1405,Beavis and Butt-Head Do America (1996),12/20/1996,"Slacker duo Beavis and Butt-Head wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America, during which they manage to accidentally become America's most wanted.",1.8051,6.639,731,3179
1406,La Cérémonie (1995),8/30/1995,"Sophie, a quiet and shy maid working for an upper-class French family, finds a friend in the energetic and uncompromising postmaster Jeanne, who encourages her to stand up against her bourgeois employers.",1.0193,7.269,368,1802
1407,Scream (1996),1/12/2022,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",11.9131,6.686,3554,646385
1408,"Last of the Mohicans, The (1992)",7/31/1987,An animated version of James Fenimore Cooper's classic wilderness adventure during the French and Indian War in colonial America. Hawkeye is in his prime as the famous scout who rescues the daughters of the Commander of a frontier fort. Produced by Burbank Films Australia.,0.6242,6,1,219194
1409,Michael (1996),9/14/2011,"Although to the outside world he seems like the a perfectly normal insurance broker, Michael secretly keeps a 10-year-old boy, Wolfgang locked in a room in his soundproof basement.",1.5767,6.9,136,78604
1411,Hamlet (1996),5/2/2020,,0.5195,0,0,1108022
1412,Some Mother's Son (1996),9/13/1996,"Based on the true story of the 1981 hunger strike in a British prison, in which IRA prisoner Bobby Sands led a protest against the treatment of IRA prisoners as criminals rather than as prisoners of war. The film focuses on the mothers of two of the strikers, and their struggle to save the lives of their sons.",1.3157,6.7,37,58102
1413,"Whole Wide World, The (1996)",9/8/1996,"In 1930s Texas, pulp fiction master Robert E. Howard is introduced to Novalyne Price, a teacher with aspirations of becoming an author herself, and they begin a unique relationship filled with conversation and imagination. Although the possibility exists for romance, Howard's obsession with his work and dedication to his sick mother leads Price to look elsewhere for love, leaving Howard feeling betrayed and alone.",0.9866,6.6,50,18451
1414,Mother (1996),6/17/2024,"A short revenge story, while the sun goes down.",0.0885,0,0,1306289
1415,"Thieves (Voleurs, Les) (1996)",2/11/1977,"Martin and Sally Cramer grew up on the hardscrabble Lower East Side, where Sally still teaches; meanwhile, Martin's the head of a fancy private school. Romantic dalliances with others convince them that they're meant to be together despite their differences, a decision that's cemented, oddly enough, by an over-the-top argument that draws the police.",1.4669,3.7,3,186416
1416,Evita (1996),12/14/1996,"The hit musical based on the life of Evita Duarte, an Argentinian actress who eventually became the wife of Argentinian president Juan Perón, and the most beloved and hated woman in Argentina.",2.8105,6.1,488,8818
1417,"Portrait of a Lady, The (1996)",1/1/1997,A documentary about the making of Jane Campion's 'The Portrait of a Lady'.,0.1537,7.5,2,481274
1419,Walkabout (1971),7/1/1971,"Under the pretense of having a picnic, a geologist takes his teenage daughter and 6-year-old son into the Australian outback and attempts to shoot them. When he fails, he turns the gun on himself, and the two city-bred children must contend with harsh wilderness alone. They are saved by a chance encounter with an Aboriginal boy who shows them how to survive, and in the process underscores the disharmony between nature and modern life.",1.1268,7.3,417,36040
